itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
***,Cloud - Sports and Entertainment,,,,,,,
8008225,"SAP Sports One, gold edition",1,Flat Fee,"4,510.00",USD,Month,1,Infinite
8013524,SAP Event Ticketing,1,Object,0.48,USD,Year,1,Infinite
***,Cloud - Utilities,,,,,,,
8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA","1,000",Document,"2,101.00",USD,Month,1,10
8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA","1,000",Document,"1,838.00",USD,Month,11,25
8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA","1,000",Document,"1,575.00",USD,Month,26,100
8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA","1,000",Document,"1,459.00",USD,Month,101,250
8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA","1,000",Document,"1,314.00",USD,Month,251,Infinite
8015731,"SAP Market Communication for Utilities, AS4 Edition","5,00,000",Transaction,"2,495.00",USD,Month,1,Infinite
8018100,"SAP Utilities Core for Germany, private edition","1,000",Point of Delivery,369,USD,Month,1,100
8018100,"SAP Utilities Core for Germany, private edition","1,000",Point of Delivery,305,USD,Month,101,400
8018100,"SAP Utilities Core for Germany, private edition","1,000",Point of Delivery,213,USD,Month,401,1000
8018100,"SAP Utilities Core for Germany, private edition","1,000",Point of Delivery,185,USD,Month,1001,5000
8018100,"SAP Utilities Core for Germany, private edition","1,000",Point of Delivery,162,USD,Month,5001,Infinite
8018117,"SAP Utilities Core, private edition","1,000",Point of Delivery,144,USD,Month,1,100
8018117,"SAP Utilities Core, private edition","1,000",Point of Delivery,116,USD,Month,101,400
8018117,"SAP Utilities Core, private edition","1,000",Point of Delivery,93,USD,Month,401,1000
8018117,"SAP Utilities Core, private edition","1,000",Point of Delivery,57,USD,Month,1001,5000
8018117,"SAP Utilities Core, private edition","1,000",Point of Delivery,47,USD,Month,5001,Infinite
8018133,"SAP Utilities Core, enhanced, private edition","1,000",Point of Delivery,425,USD,Month,1,100
8018133,"SAP Utilities Core, enhanced, private edition","1,000",Point of Delivery,277,USD,Month,101,400
8018133,"SAP Utilities Core, enhanced, private edition","1,000",Point of Delivery,240,USD,Month,401,1000
8018133,"SAP Utilities Core, enhanced, private edition","1,000",Point of Delivery,185,USD,Month,1001,5000
8018133,"SAP Utilities Core, enhanced, private edition","1,000",Point of Delivery,148,USD,Month,5001,Infinite
8018162,SAP Cloud for Utilities foundation,"1,000",Object,35,USD,Month,1,100
8018162,SAP Cloud for Utilities foundation,"1,000",Object,21,USD,Month,101,400
8018162,SAP Cloud for Utilities foundation,"1,000",Object,19,USD,Month,401,1000
8018162,SAP Cloud for Utilities foundation,"1,000",Object,16,USD,Month,1001,5000
8018162,SAP Cloud for Utilities foundation,"1,000",Object,10,USD,Month,5001,Infinite
***,Cloud - Banking,,,,,,,
8013525,"SAP Multi-Bank Connectivity, corporate advanced connection package",1,Flat Fee,"3,114.00",USD,Month,1,Infinite
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,217,USD,Month,1,10
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,124,USD,Month,11,50
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,58,USD,Month,51,200
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,27,USD,Month,201,600
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,16,USD,Month,601,1200
8013543,"SAP Multi-Bank Connectivity, transactions","1,000",Transaction,10,USD,Month,1201,Infinite
8015741,"SAP Multi-Bank Connectivity, corporate base connection package",1,Flat Fee,"3,618.00",USD,Month,1,Infinite
8018092,digital banking package,1,Entitlements Package,"4,158.00",USD,Month,1,Infinite
***,Cloud - Consumer Products,,,,,,,
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,"1,663.00",USD,Month,1,10
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,"1,478.00",USD,Month,11,30
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,"1,294.00",USD,Month,31,60
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,"1,109.00",USD,Month,61,100
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,924,USD,Month,101,200
8011274,SAP Channel Program Management by Vistex,"1,10,87,000",Spend,740,USD,Month,201,Infinite
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,"1,663.00",USD,Month,1,10
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,"1,478.00",USD,Month,11,30
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,"1,294.00",USD,Month,31,60
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,"1,109.00",USD,Month,61,100
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,924,USD,Month,101,200
8011275,SAP Vendor Program Management by Vistex,"1,10,87,000",Revenue,740,USD,Month,201,Infinite
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,"1,247.00",USD,Month,1,10
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,"1,109.00",USD,Month,11,30
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,924,USD,Month,31,60
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,785,USD,Month,61,100
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,693,USD,Month,101,200
8011276,SAP Extended Price Management by Vistex,"5,54,35,000",Revenue,601,USD,Month,201,Infinite
8012345,SAP Intelligent Agriculture,"1,000",Transaction,110,USD,Month,1,100
8012345,SAP Intelligent Agriculture,"1,000",Transaction,73,USD,Month,101,300
8012345,SAP Intelligent Agriculture,"1,000",Transaction,58,USD,Month,301,900
8012345,SAP Intelligent Agriculture,"1,000",Transaction,49,USD,Month,901,1800
8012345,SAP Intelligent Agriculture,"1,000",Transaction,44,USD,Month,1801,Infinite
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,"1,109.00",USD,Month,1,10
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,"1,017.00",USD,Month,11,30
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,832,USD,Month,31,60
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,740,USD,Month,61,100
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,646,USD,Month,101,200
8018139,SAP Price Staging Hub by Vistex,"5,54,35,000",Revenue,554,USD,Month,201,Infinite
***,Cloud - Life Sciences,,,,,,,
8005675,SAP Information Collaboration Hub for Life Sciences,1,Contact,"10,865.00",USD,Month,1,Infinite
8005676,"SAP Information Collaboration Hub for Life Sciences, option for supply chain partner collaboration",1,Contact,715,USD,Month,1,Infinite
8006012,"SAP Information Collaboration Hub for Life Sciences, option for regulatory reporting",1,Contact,"7,251.00",USD,Month,1,Infinite
8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain","10,00,000",Record,604,USD,Month,1,25
8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain","10,00,000",Record,333,USD,Month,26,75
8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain","10,00,000",Record,222,USD,Month,76,200
8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain","10,00,000",Record,155,USD,Month,201,400
8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain","10,00,000",Record,122,USD,Month,401,Infinite
8012522,SAP Intelligent Clinical Supply Management,1,Record,"1,253.00",USD,Month,1,50
8012522,SAP Intelligent Clinical Supply Management,1,Record,"1,065.00",USD,Month,51,250
8012522,SAP Intelligent Clinical Supply Management,1,Record,902,USD,Month,251,500
8012522,SAP Intelligent Clinical Supply Management,1,Record,839,USD,Month,501,Infinite
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,"2,291.00",USD,Month,1,5
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,"1,585.00",USD,Month,6,10
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,"1,002.00",USD,Month,11,30
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,507,USD,Month,31,150
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,243,USD,Month,151,500
8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,129,USD,Month,501,Infinite
8014264,"SAP Batch Release Hub for Life Sciences, additional nonproduction tenant",1,Tenant,"8,315.00",USD,Month,1,Infinite
8015942,SAP Cell and Gene Therapy Orchestration,12,Document,"1,848.00",USD,Month,1,25
8015942,SAP Cell and Gene Therapy Orchestration,12,Document,980,USD,Month,26,150
8015942,SAP Cell and Gene Therapy Orchestration,12,Document,379,USD,Month,151,400
8015942,SAP Cell and Gene Therapy Orchestration,12,Document,324,USD,Month,401,800
8015942,SAP Cell and Gene Therapy Orchestration,12,Document,259,USD,Month,801,Infinite
8015991,SAP Quality Requirements Schedule,1,% of Net Recurring Fee,20,%,Month,1,Infinite
8017064,SAP Batch Release Hub for Life Sciences,"1,500",Document,"4,158.00",USD,Month,1,20
8017064,SAP Batch Release Hub for Life Sciences,"1,500",Document,"2,772.00",USD,Month,21,40
8017064,SAP Batch Release Hub for Life Sciences,"1,500",Document,"2,306.00",USD,Month,41,80
8017064,SAP Batch Release Hub for Life Sciences,"1,500",Document,"1,752.00",USD,Month,81,140
8017064,SAP Batch Release Hub for Life Sciences,"1,500",Document,"1,386.00",USD,Month,141,Infinite
***,Cloud - Media,,,,,,,
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"9,313.00",USD,Month,1,5
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"8,870.00",USD,Month,6,10
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"8,426.00",USD,Month,11,20
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"7,428.00",USD,Month,21,60
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"6,874.00",USD,Month,61,120
8011264,"SAP Rights and Royalty Management by Vistex, cloud edition","11,08,70,000",Revenue and Expense,"6,320.00",USD,Month,121,Infinite
**,Cloud - Education,,,,,,,
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.67,USD,Month,1,250
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.58,USD,Month,251,750
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.48,USD,Month,751,1250
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.39,USD,Month,1251,3500
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.29,USD,Month,3501,4000
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.2,USD,Month,4001,6000
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.1,USD,Month,6001,8000
8002535,SAP Assessment Mgmt by Questionmark,1,User,2.01,USD,Month,8001,10000
8002535,SAP Assessment Mgmt by Questionmark,1,User,1.91,USD,Month,10001,15000
8002535,SAP Assessment Mgmt by Questionmark,1,User,1.52,USD,Month,15001,25000
8002535,SAP Assessment Mgmt by Questionmark,1,User,1.44,USD,Month,25001,Infinite
8006100,"SAP Enable Now, cloud edition",1,User,18,USD,Month,1,500
8006100,"SAP Enable Now, cloud edition",1,User,7.95,USD,Month,501,2000
8006100,"SAP Enable Now, cloud edition",1,User,5.45,USD,Month,2001,5000
8006100,"SAP Enable Now, cloud edition",1,User,3.35,USD,Month,5001,10000
8006100,"SAP Enable Now, cloud edition",1,User,2.17,USD,Month,10001,20000
8006100,"SAP Enable Now, cloud edition",1,User,1.69,USD,Month,20001,50000
8006100,"SAP Enable Now, cloud edition",1,User,1.26,USD,Month,50001,100000
8006100,"SAP Enable Now, cloud edition",1,User,0.84,USD,Month,100001,200000
8006100,"SAP Enable Now, cloud edition",1,User,0.67,USD,Month,200001,500000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,13,USD,Month,1,500
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,9.86,USD,Month,501,1000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,8.6,USD,Month,1001,2000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,7.5,USD,Month,2001,4000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,6.69,USD,Month,4001,8000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,5.87,USD,Month,8001,16000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,5.04,USD,Month,16001,32000
8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,4.16,USD,Month,32001,999999999
8015962,"SAP Enable Now, cloud edition, test tenant",1,Tenant,621,USD,Month,1,Infinite
8016701,SAP Learning Hub,1,User,116,USD,Month,1,299
8016701,SAP Learning Hub,1,User,78,USD,Month,300,499
8016701,SAP Learning Hub,1,User,55,USD,Month,500,799
8016701,SAP Learning Hub,1,User,44,USD,Month,800,Infinite
8017591,"SAP Enable Now, consumption option for external workers",1,Connection,4.25,USD,Month,1,200
8017591,"SAP Enable Now, consumption option for external workers",1,Connection,2.68,USD,Month,201,1000
8017591,"SAP Enable Now, consumption option for external workers",1,Connection,0.88,USD,Month,1001,5000
8017591,"SAP Enable Now, consumption option for external workers",1,Connection,0.43,USD,Month,5001,Infinite
**,Cloud - Other,,,,,,,
8015252,"sovereign cloud bundle for US, public edition",1,% of Net Recurring Fee,15,%,Year,1,Infinite
8015261,"sovereign cloud bundle for US, private edition",1,% of Net Recurring Fee,20,%,Year,1,Infinite
*,Cloud - Digital Enterprise Platform,,,,,,,
**,Cloud ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? Integration and Extension,,,,,,,
8008183,SAP Business Application Studio,1,User,31,USD,Month,1,Infinite
8008410,"SAP Integration Suite, basic edition",1,Tenant,906,USD,Month,1,Infinite
8008411,"SAP Integration Suite, standard edition",1,Tenant,"5,139.00",USD,Month,1,Infinite
8008412,"SAP Integration Suite, premium edition",1,Entitlements Package,"28,239.00",USD,Month,1,Infinite
8008413,"SAP Integration Suite, premium edition, additional instance",1,Tenant,"8,421.00",USD,Month,1,Infinite
8008466,"SAP Build Work Zone, standard edition",1,Active User,1.39,USD,Month,1,500
8008466,"SAP Build Work Zone, standard edition",1,Active User,1.28,USD,Month,501,1000
8008466,"SAP Build Work Zone, standard edition",1,Active User,1.16,USD,Month,1001,5000
8008466,"SAP Build Work Zone, standard edition",1,Active User,1.05,USD,Month,5001,20000
8008466,"SAP Build Work Zone, standard edition",1,Active User,0.83,USD,Month,20001,50000
8008466,"SAP Build Work Zone, standard edition",1,Active User,0.67,USD,Month,50001,100000
8008466,"SAP Build Work Zone, standard edition",1,Active User,0.55,USD,Month,100001,Infinite
8008837,"SAP Business Technology Platform, Cloud Foundry runtime",1,Gigabyte,94,USD,Month,1,Infinite
8011306,"SAP IQ cold store Cloud, private edition (XS, 512 GB)",1,Tenant,"11,453.00",USD,Month,1,Infinite
8011307,"SAP IQ cold store Cloud, private edition (S, 1TB)",1,Tenant,"13,908.00",USD,Month,1,Infinite
8011308,"SAP IQ cold store Cloud, private edition (M, 3 TB)",1,Tenant,"21,760.00",USD,Month,1,Infinite
8011309,"SAP IQ cold store Cloud, private edition (L, 5 TB)",1,Tenant,"31,210.00",USD,Month,1,Infinite
8011367,"SAP Additional Database Storage, private cloud edition",128,Gigabyte,784,USD,Month,1,Infinite
8011542,SAP Mobile Services,1,Resource,3.97,USD,Month,1,500
8011542,SAP Mobile Services,1,Resource,3.6,USD,Month,501,1000
8011542,SAP Mobile Services,1,Resource,2.99,USD,Month,1001,3000
8011542,SAP Mobile Services,1,Resource,2.78,USD,Month,3001,5000
8011542,SAP Mobile Services,1,Resource,2.68,USD,Month,5001,10000
8011542,SAP Mobile Services,1,Resource,2.03,USD,Month,10001,50000
8011542,SAP Mobile Services,1,Resource,1.53,USD,Month,50001,Infinite
8012231,SAP HANA Cloud,1,Capacity Unit,0.79,USD,Month,1,Infinite
8012251,"SAP Build Process Automation, unattended automations",1,Connection,554,USD,Month,1,5
8012251,"SAP Build Process Automation, unattended automations",1,Connection,333,USD,Month,6,30
8012251,"SAP Build Process Automation, unattended automations",1,Connection,222,USD,Month,31,100
8012251,"SAP Build Process Automation, unattended automations",1,Connection,139,USD,Month,101,Infinite
8012252,"SAP Build Process Automation, attended automations",10,Connection,554,USD,Month,1,5
8012252,"SAP Build Process Automation, attended automations",10,Connection,333,USD,Month,6,30
8012252,"SAP Build Process Automation, attended automations",10,Connection,222,USD,Month,31,100
8012252,"SAP Build Process Automation, attended automations",10,Connection,139,USD,Month,101,Infinite
8012264,"SAP Build Process Automation, standard",1,Active User,2.08,USD,Month,1,500
8012264,"SAP Build Process Automation, standard",1,Active User,1.79,USD,Month,501,1000
8012264,"SAP Build Process Automation, standard",1,Active User,1.53,USD,Month,1001,5000
8012264,"SAP Build Process Automation, standard",1,Active User,1.22,USD,Month,5001,20000
8012264,"SAP Build Process Automation, standard",1,Active User,0.89,USD,Month,20001,50000
8012264,"SAP Build Process Automation, standard",1,Active User,0.75,USD,Month,50001,100000
8012264,"SAP Build Process Automation, standard",1,Active User,0.61,USD,Month,100001,Infinite
8012265,"SAP Build Process Automation, advanced",1,Active User,16,USD,Month,1,Infinite
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,6.74,USD,Month,1,50
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,4.07,USD,Month,51,250
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,3.05,USD,Month,251,1000
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,1.9,USD,Month,1001,5000
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,1.36,USD,Month,5001,25000
8013624,"SAP Integration Suite, additional messages","10,000",Transaction,0.99,USD,Month,25001,Infinite
8013660,"SAP Build Apps, enterprise edition, base package",1,Entitlements Package,"1,109.00",USD,Month,1,Infinite
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,12,USD,Month,1,500
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,10,USD,Month,501,1000
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,8.87,USD,Month,1001,5000
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,7.76,USD,Month,5001,20000
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,6.82,USD,Month,20001,50000
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,6,USD,Month,50001,100000
8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,5.4,USD,Month,100001,Infinite
8013766,SAP Datasphere,1,Capacity Unit,1.11,USD,Month,1,Infinite
8013773,"SAP Build Apps, enterprise edition, additional capacity unit",1,Capacity Unit,1.11,USD,Month,1,Infinite
8014417,"SAP IQ cold store Cloud, additional non-productive tier, private edition (S, 1 TB)",1,Tenant,"5,011.00",USD,Month,1,Infinite
8014445,"SAP IQ cold store Cloud, additional non-productive tier, private edition (XS, 512 GB)",1,Tenant,"3,890.00",USD,Month,1,Infinite
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,14,USD,Month,1,50
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,13,USD,Month,51,100
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,12,USD,Month,101,500
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,11,USD,Month,501,2000
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,8.32,USD,Month,2001,5000
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,6.65,USD,Month,5001,10000
8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,5.54,USD,Month,10001,Infinite
8015456,"SAP Build Process Automation, additional storage",1,Gigabyte,2.77,USD,Month,1,Infinite
8015466,"SAP Build Process Automation, additional API","10,000",API Call,5.54,USD,Month,1,Infinite
8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100,%,Year,11087,66521
8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100,%,Year,66522,133043
8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100,%,Year,133044,Infinite
8016532,SAP AI Unit,100,Capacity Unit,760,USD,Year,1,Infinite
8017178,SAP Joule embedded entitlement,1,Transaction,On Request,USD,Year,1,Infinite
8017214,"SAP Integration Suite, edge integration cell, additional tenant",1,Tenant,"3,326.00",USD,Month,1,Infinite
8017473,"SAP HANA, EE Cloud, base package, private edition",1,Tenant,"57,624.00",USD,Month,1,Infinite
8017482,"SAP HANA, EE Cloud, non-prod tier, base package, private edition",1,Tenant,"13,460.00",USD,Month,1,Infinite
8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,"24,402.00",USD,Month,1,2
8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,"17,748.00",USD,Month,3,6
8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,"13,310.00",USD,Month,7,15
8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,"9,984.00",USD,Month,16,31
8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,"5,178.00",USD,Month,32,Infinite
8017570,"SAP Integration Suite, advanced event mesh, 100",1,Tenant,"2,440.00",USD,Month,1,Infinite
8017586,"SAP Integration Suite, advanced event mesh, 100K",1,Tenant,"28,865.00",USD,Month,1,Infinite
8017602,"SAP Integration Suite, advanced event mesh, 50K",1,Tenant,"23,670.00",USD,Month,1,Infinite
8017606,SAP BTP Enterprise Agreement for partners,1,Cloud Credit,100,%,Year,11087,Infinite
8017637,"SAP Integration Suite, advanced event mesh, spooling add-on",500,Gigabyte,"1,000.00",USD,Month,1,Infinite
8017664,"SAP Integration Suite, advanced event mesh, 250",1,Tenant,"4,914.00",USD,Month,1,Infinite
8017665,"SAP Integration Suite, advanced event mesh, 10K",1,Tenant,"15,889.00",USD,Month,1,Infinite
8017673,"SAP Integration Suite, advanced event mesh, 1K",1,Tenant,"9,510.00",USD,Month,1,Infinite
8017682,"SAP Integration Suite, advanced event mesh, 5K",1,Tenant,"13,184.00",USD,Month,1,Infinite
8017771,SAP Build Code,1,Capacity Unit,1.11,USD,Month,1,Infinite
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.77,USD,Month,1,500
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.35,USD,Month,501,1000
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.17,USD,Month,1001,5000
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.92,USD,Month,5001,20000
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.7,USD,Month,20001,50000
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.54,USD,Month,50001,100000
8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.43,USD,Month,100001,Infinite
8018804,"SAP Build Process Automation, document understanding and task mining add-on by UiPath","60,000",Capacity Unit,"12,900.00",USD,Year,1,Infinite
8018835,"SAP Build Process Automation, developer add-on by UiPath",1,User,385,USD,Month,1,Infinite
8018902,"SAP Build Process Automation, unattended automations add-on by UiPath",1,Connection,"1,500.00",USD,Month,1,Infinite
8018904,"SAP Build Process Automation, foundation add-on by UiPath",1,Tenant,"3,100.00",USD,Month,1,Infinite
8018911,"SAP Integration Suite, starter edition",1,Tenant,"1,663.00",USD,Month,1,Infinite
**,Cloud - Analytics & Insight,,,,,,,
8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,100,USD,Month,1,200
8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,83,USD,Month,201,500
8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,68,USD,Month,501,1000
8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,60,USD,Month,1001,Infinite
8006116,"SAP Analytics Cloud for planning, professional edition, public system option",1,User,"1,175.00",USD,Month,1,Infinite
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,233,USD,Month,1,200
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,211,USD,Month,201,500
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,200,USD,Month,501,1000
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,177,USD,Month,1001,3000
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,155,USD,Month,3001,5000
8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,133,USD,Month,5001,Infinite
8006119,"SAP Analytics Cloud for planning, professional edition, dedicated system option",1,User,"2,217.00",USD,Month,1,Infinite
8006125,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 256 GB)",128,Gigabyte,"1,846.00",USD,Month,1,Infinite
8006126,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 512 GB)",256,Gigabyte,"3,698.00",USD,Month,1,Infinite
8006127,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 1024 GB)",512,Gigabyte,"4,623.00",USD,Month,1,Infinite
8008395,"SAP Analytics Cloud, test tenant, public system option",1,User,55,USD,Month,1,Infinite
8008396,"SAP Analytics Cloud, test tenant, dedicated system option",1,User,68,USD,Month,1,Infinite
8008735,"SAP BW/4HANA Cloud, base package, private edition",1,Tenant,"50,446.00",USD,Month,1,Infinite
8008836,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 2048 GB)","1,024",Gigabyte,"7,766.00",USD,Month,1,Infinite
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,27,USD,Month,1,200
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,22,USD,Month,201,500
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,18,USD,Month,501,1000
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,17,USD,Month,1001,3000
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,13,USD,Month,3001,5000
8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,11,USD,Month,5001,Infinite
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,67,USD,Month,1,500
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,60,USD,Month,501,1000
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,53,USD,Month,1001,3000
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,47,USD,Month,3001,5000
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,40,USD,Month,5001,10000
8008942,"SAP Analytics Cloud for business intelligence, dedicated system option",1,User,33,USD,Month,10001,Infinite
8008980,"SAP BW/4HANA Cloud, additional non-productive, base package, private edition",256,Gigabyte,"12,362.00",USD,Month,1,Infinite
8010936,"SAP BW NetWeaver Cloud, base package, private edition",1,Tenant,"50,446.00",USD,Month,1,Infinite
8010941,"SAP BW NetWeaver Cloud, additional non-productive, base package, private edition",256,Gigabyte,"12,362.00",USD,Month,1,Infinite
8011030,"SAP BusinessObjects Business Intelligence, additional non-productive, private cloud edition (S)",1,Tenant,"10,865.00",USD,Month,1,Infinite
8011031,"SAP BusinessObjects Business Intelligence, additional non-productive, private cloud edition (M)",1,Tenant,"13,783.00",USD,Month,1,Infinite
8011032,"SAP BusinessObjects Business Intelligence, additional non-productive, private cloud edition (L)",1,Tenant,"17,301.00",USD,Month,1,Infinite
8011033,"SAP BusinessObjects Business Intelligence, additional non-productive, private cloud edition (XL)",1,Tenant,"28,789.00",USD,Month,1,Infinite
